id,failure
30494,0.5899
30495,0.2566
30496,0.3741
30497,0.5169
30498,0.5524
30499,0.4287
30500,0.3659
30501,0.4115
30502,0.6996
30503,0.6975
30504,0.6334
30505,0.3841
30506,0.4177
30507,0.5061
30508,0.4161
30509,0.2411
30510,0.2968
30511,0.3984
30512,0.5357
30513,0.3658
30514,0.5248
30515,0.2117
30516,0.5797
30517,0.3968
30518,0.2794
30519,0.2112
30520,0.4773
30521,0.3852
30522,0.2556
30523,0.3168
30524,0.7994
30525,0.3418
30526,0.5299
30527,0.5401
30528,0.41
30529,0.4555
30530,0.305
30531,0.5311
30532,0.7081
30533,0.5654
30534,0.43
30535,0.254
30536,0.2748
30537,0.3804
30538,0.4185
30539,0.3436
30540,0.5979
30541,0.5959
30542,0.3433
30543,0.3014
30544,0.1645
30545,0.5839
30546,0.4034
30547,0.2577
30548,0.5884
30549,0.6004
30550,0.6694
30551,0.2828
30552,0.6933
30553,0.3957
30554,0.609
30555,0.4511
30556,0.2748
30557,0.3618
30558,0.4618
30559,0.2913
30560,0.5
30561,0.5361
30562,0.5628
30563,0.4467
30564,0.2867
30565,0.4348
30566,0.4113
30567,0.5329
30568,0.3389
30569,0.4975
30570,0.5592
30571,0.316
30572,0.3751
30573,0.3658
30574,0.2591
30575,0.4844
30576,0.5686
30577,0.5008
30578,0.4873
30579,0.3222
30580,0.3578
30581,0.7295
30582,0.3646
30583,0.376
30584,0.4672
30585,0.3983
30586,0.4948
30587,0.3252
30588,0.4405
30589,0.4772
30590,0.4664
30591,0.4161
30592,0.5985
30593,0.2287
30594,0.6026
30595,0.4139
30596,0.4719
30597,0.549
30598,0.5882
30599,0.4881
30600,0.4026
30601,0.3449
30602,0.3577
30603,0.6807
30604,0.4088
30605,0.1603
30606,0.5296
30607,0.3785
30608,0.6799
30609,0.6537
30610,0.5691
30611,0.4095
30612,0.4734
30613,0.4842
30614,0.4652
30615,0.3685
30616,0.4583
30617,0.6552
30618,0.3208
30619,0.3492
30620,0.2234
30621,0.5045
30622,0.4652
30623,0.7637
30624,0.7135
30625,0.6897
30626,0.8446
30627,0.6097
30628,0.2735
30629,0.5124
30630,0.5055
30631,0.5507
30632,0.5288
30633,0.456
30634,0.5597
30635,0.4659
30636,0.4522
30637,0.5596
30638,0.5208
30639,0.4643
30640,0.3708
30641,0.3647
30642,0.4096
30643,0.4922
30644,0.4478
30645,0.3051
30646,0.341
30647,0.4535
30648,0.4384
30649,0.3875
30650,0.3259
30651,0.5381
30652,0.5748
30653,0.4684
30654,0.6703
30655,0.3422
30656,0.2777
30657,0.6232
30658,0.0739
30659,0.3284
30660,0.5872
30661,0.4408
30662,0.5011
30663,0.3319
30664,0.3836
30665,0.5939
30666,0.4671
30667,0.2937
30668,0.3257
30669,0.3947
30670,0.7179
30671,0.5565
30672,0.8308
30673,0.4487
30674,0.4394
30675,0.5057
30676,0.4293
30677,0.6004
30678,0.4659
30679,0.4298
30680,0.4883
30681,0.4584
30682,0.4444
30683,0.5231
30684,0.3984
30685,0.6417
30686,0.3947
30687,0.4241
30688,0.5806
30689,0.3856
30690,0.5832
30691,0.3973
30692,0.3072
30693,0.5068
30694,0.5246
30695,0.7515
30696,0.3569
30697,0.2198
30698,0.3388
30699,0.5703
30700,0.1947
30701,0.3507
30702,0.5429
30703,0.2653
30704,0.4523
30705,0.5429
30706,0.3732
30707,0.553
30708,0.2609
30709,0.5923
30710,0.4837
30711,0.3143
30712,0.2593
30713,0.4726
30714,0.5652
30715,0.7824
30716,0.4039
30717,0.3775
30718,0.7081
30719,0.6022
30720,0.4357
30721,0.4962
30722,0.7082
30723,0.4234
30724,0.3721
30725,0.7546
30726,0.1973
30727,0.4118
30728,0.5628
30729,0.4381
30730,0.2997
30731,0.2404
30732,0.423
30733,0.4248
30734,0.4931
30735,0.2981
30736,0.2961
30737,0.4636
30738,0.2251
30739,0.5404
30740,0.5493
30741,0.5023
30742,0.509
30743,0.3109
30744,0.5316
30745,0.4003
30746,0.4724
30747,0.6298
30748,0.4997
30749,0.5058
30750,0.4004
30751,0.3835
30752,0.3179
30753,0.4299
30754,0.3684
30755,0.5371
30756,0.3541
30757,0.6123
30758,0.2322
30759,0.5211
30760,0.4999
30761,0.5327
30762,0.3143
30763,0.4986
30764,0.4467
30765,0.5081
30766,0.4
30767,0.5964
30768,0.6692
30769,0.4624
30770,0.4839
30771,0.3382
30772,0.3609
30773,0.4771
30774,0.3879
30775,0.5408
30776,0.5666
30777,0.4846
30778,0.514
30779,0.6549
30780,0.4463
30781,0.4183
30782,0.6917
30783,0.4248
30784,0.5426
30785,0.4622
30786,0.445
30787,0.5734
30788,0.4341
30789,0.3358
30790,0.409
30791,0.4681
30792,0.6029
30793,0.8107
30794,0.7556
30795,0.6275
30796,0.6909
30797,0.5443
30798,0.353
30799,0.6881
30800,0.2684
30801,0.4571
30802,0.1351
30803,0.1867
30804,0.7072
30805,0.2429
30806,0.2037
30807,0.6779
30808,0.3055
30809,0.7572
30810,0.6736
30811,0.4104
30812,0.4599
30813,0.0823
30814,0.4424
30815,0.2654
30816,0.3948
30817,0.3933
30818,0.5032
30819,0.41
30820,0.3163
30821,0.6916
30822,0.4122
30823,0.3537
30824,0.6532
30825,0.7347
30826,0.3728
30827,0.4334
30828,0.4842
30829,0.6116
30830,0.5251
30831,0.5444
30832,0.5662
30833,0.3856
30834,0.7171
30835,0.3021
30836,0.5994
30837,0.511
30838,0.3015
30839,0.4463
30840,0.4015
30841,0.4763
30842,0.4676
30843,0.7512
30844,0.2681
30845,0.4647
30846,0.3253
30847,0.4478
30848,0.2778
30849,0.5936
30850,0.5261
30851,0.5146
30852,0.5442
30853,0.5839
30854,0.6803
30855,0.4455
30856,0.5396
30857,0.7052
30858,0.4397
30859,0.4517
30860,0.2724
30861,0.1567
30862,0.5448
30863,0.633
30864,0.7387
30865,0.47
30866,0.3755
30867,0.7467
30868,0.4374
30869,0.2596
30870,0.2516
30871,0.2688
30872,0.3807
30873,0.4659
30874,0.4203
30875,0.4524
30876,0.4592
30877,0.6074
30878,0.2272
30879,0.3847
30880,0.5495
30881,0.4939
30882,0.1145
30883,0.478
30884,0.6453
30885,0.4305
30886,0.3523
30887,0.4636
30888,0.4044
30889,0.6206
30890,0.5586
30891,0.2767
30892,0.3896
30893,0.6574
30894,0.2486
30895,0.3269
30896,0.4099
30897,0.4668
30898,0.4476
30899,0.5013
30900,0.7099
30901,0.4685
30902,0.2159
30903,0.4937
30904,0.5418
30905,0.4632
30906,0.5112
30907,0.3654
30908,0.4957
30909,0.4059
30910,0.5132
30911,0.6186
30912,0.5364
30913,0.5441
30914,0.4537
30915,0.4372
30916,0.2793
30917,0.2965
30918,0.6234
30919,0.5889
30920,0.6523
30921,0.2842
30922,0.4093
30923,0.3895
30924,0.3963
30925,0.4457
30926,0.7453
30927,0.367
30928,0.4446
30929,0.4885
30930,0.4865
30931,0.4324
30932,0.7313
30933,0.413
30934,0.5036
30935,0.4379
30936,0.4467
30937,0.414
30938,0.5857
30939,0.3513
30940,0.3576
30941,0.2985
30942,0.5896
30943,0.7314
30944,0.6788
30945,0.6566
30946,0.2636
30947,0.4733
30948,0.2826
30949,0.1629
30950,0.7554
30951,0.474
30952,0.4831
30953,0.3844
30954,0.4036
30955,0.5876
30956,0.3806
30957,0.5705
30958,0.5316
30959,0.5243
30960,0.6513
30961,0.4424
30962,0.5076
30963,0.2929
30964,0.6067
30965,0.6534
30966,0.4988
30967,0.4585
30968,0.2673
30969,0.5333
30970,0.2289
30971,0.4928
30972,0.2809
30973,0.6985
30974,0.4574
30975,0.533
30976,0.5459
30977,0.5947
30978,0.2582
30979,0.5164
30980,0.3048
30981,0.5392
30982,0.6033
30983,0.5044
30984,0.3997
30985,0.2688
30986,0.727
30987,0.3975
30988,0.2302
30989,0.4607
30990,0.278
30991,0.5466
30992,0.2986
30993,0.3763
30994,0.607
30995,0.3989
30996,0.5876
30997,0.7075
30998,0.4692
30999,0.5862
31000,0.5757
31001,0.4995
31002,0.3755
31003,0.3686
31004,0.4001
31005,0.2592
31006,0.5718
31007,0.3372
31008,0.3935
31009,0.5051
31010,0.1934
31011,0.4602
31012,0.2871
31013,0.5316
31014,0.5787
31015,0.4124
31016,0.526
31017,0.6301
31018,0.4188
31019,0.4942
31020,0.5083
31021,0.4564
31022,0.4226
31023,0.4051
31024,0.5485
31025,0.5784
31026,0.4859
31027,0.4082
31028,0.4941
31029,0.2726
31030,0.2872
31031,0.4934
31032,0.3547
31033,0.3382
31034,0.4136
31035,0.4274
31036,0.2399
31037,0.5235
31038,0.5024
31039,0.4004
31040,0.2815
31041,0.6966
31042,0.6518
31043,0.3511
31044,0.4452
31045,0.3801
31046,0.5172
31047,0.5951
31048,0.3566
31049,0.4521
31050,0.4609
31051,0.5152
31052,0.286
31053,0.564
31054,0.5588
31055,0.2101
31056,0.4637
31057,0.3646
31058,0.6786
31059,0.352
31060,0.3867
31061,0.4522
31062,0.7472
31063,0.2305
31064,0.4362
31065,0.4285
31066,0.6247
31067,0.3262
31068,0.4699
31069,0.5462
31070,0.7618
31071,0.6309
31072,0.1702
31073,0.3197
31074,0.501
31075,0.2697
31076,0.5561
31077,0.4402
31078,0.501
31079,0.4201
31080,0.3084
31081,0.5027
31082,0.7188
31083,0.3398
31084,0.6211
31085,0.5575
31086,0.5643
31087,0.5501
31088,0.3785
31089,0.5707
31090,0.5228
31091,0.5504
31092,0.4556
31093,0.7796
31094,0.183
31095,0.3139
31096,0.522
31097,0.4923
31098,0.5028
31099,0.4193
31100,0.7313
31101,0.4951
31102,0.4426
31103,0.4428
31104,0.3173
31105,0.6187
31106,0.3636
31107,0.4882
31108,0.5043
31109,0.2481
31110,0.2784
31111,0.4119
31112,0.2979
31113,0.3986
31114,0.4727
31115,0.7346
31116,0.7462
31117,0.306
31118,0.7365
31119,0.3494
31120,0.5108
31121,0.3704
31122,0.4697
31123,0.6817
31124,0.5874
31125,0.2905
31126,0.4305
31127,0.702
31128,0.6108
31129,0.3395
31130,0.2992
31131,0.5258
31132,0.6017
31133,0.5331
31134,0.4057
31135,0.5492
31136,0.4821
31137,0.4522
31138,0.6402
31139,0.355
31140,0.6133
31141,0.5148
31142,0.5865
31143,0.6056
31144,0.1095
31145,0.2599
31146,0.5534
31147,0.5796
31148,0.3714
31149,0.4326
31150,0.5907
31151,0.4344
31152,0.3947
31153,0.2817
31154,0.5136
31155,0.5071
31156,0.3384
31157,0.1716
31158,0.8025
31159,0.3973
31160,0.4575
31161,0.4819
31162,0.3934
31163,0.4583
31164,0.3507
31165,0.6459
31166,0.5647
31167,0.4012
31168,0.3906
31169,0.516
31170,0.2559
31171,0.3307
31172,0.4244
31173,0.2843
31174,0.4312
31175,0.5809
31176,0.3374
31177,0.6323
31178,0.4189
31179,0.3478
31180,0.3588
31181,0.4201
31182,0.5081
31183,0.5264
31184,0.3733
31185,0.4238
31186,0.164
31187,0.4725
31188,0.6289
31189,0.3695
31190,0.238
31191,0.5621
31192,0.4766
31193,0.5283
31194,0.0795
31195,0.4866
31196,0.4163
31197,0.5085
31198,0.4579
31199,0.4287
31200,0.2582
31201,0.2687
31202,0.5333
31203,0.4488
31204,0.3953
31205,0.3948
31206,0.3095
31207,0.367
31208,0.4843
31209,0.357
31210,0.3327
31211,0.2375
31212,0.4957
31213,0.4054
31214,0.5638
31215,0.3719
31216,0.4014
31217,0.4864
31218,0.5671
31219,0.4911
31220,0.2146
31221,0.5378
31222,0.5933
31223,0.5236
31224,0.3967
31225,0.7507
31226,0.4167
31227,0.7292
31228,0.7327
31229,0.3241
31230,0.3726
31231,0.4888
31232,0.1488
31233,0.4106
31234,0.6157
31235,0.8452
31236,0.4624
31237,0.4717
31238,0.218
31239,0.4481
31240,0.5679
31241,0.4614
31242,0.3914
31243,0.481
31244,0.3927
31245,0.4592
31246,0.2564
31247,0.3621
31248,0.3607
31249,0.2887
31250,0.5237
31251,0.7042
31252,0.2728
31253,0.4339
31254,0.1332
31255,0.3115
31256,0.4406
31257,0.6377
31258,0.2871
31259,0.3518
31260,0.2869
31261,0.383
31262,0.53
31263,0.3374
31264,0.4284
31265,0.5026
31266,0.3758
31267,0.3537
31268,0.5028
31269,0.49
31270,0.4192
31271,0.4458
31272,0.5007
31273,0.4969
31274,0.422
31275,0.5369
31276,0.3583
31277,0.0997
31278,0.4199
31279,0.466
31280,0.3714
31281,0.6731
31282,0.3305
31283,0.5573
31284,0.4975
31285,0.2929
31286,0.4663
31287,0.5569
31288,0.6274
31289,0.368
31290,0.5427
31291,0.2665
31292,0.4949
31293,0.3611
31294,0.2799
31295,0.4822
31296,0.3928
31297,0.3541
31298,0.3359
31299,0.31
31300,0.4078
31301,0.4594
31302,0.4288
31303,0.589
31304,0.3471
31305,0.5799
31306,0.3033
31307,0.4647
31308,0.2441
31309,0.3827
31310,0.4344
31311,0.5171
31312,0.4625
31313,0.4535
31314,0.2943
31315,0.3276
31316,0.6226
31317,0.687
31318,0.503
31319,0.3986
31320,0.6921
31321,0.4124
31322,0.5959
31323,0.5201
31324,0.5334
31325,0.3188
31326,0.4916
31327,0.4186
31328,0.4933
31329,0.4669
31330,0.6064
31331,0.3612
31332,0.4032
31333,0.2628
31334,0.5516
31335,0.1734
31336,0.7244
31337,0.3988
31338,0.5472
31339,0.3869
31340,0.3941
31341,0.4969
31342,0.1835
31343,0.4407
31344,0.4319
31345,0.6083
31346,0.6017
31347,0.3873
31348,0.3506
31349,0.3962
31350,0.5854
31351,0.4613
31352,0.4674
31353,0.4757
31354,0.8026
31355,0.7093
31356,0.4471
31357,0.4354
31358,0.4617
31359,0.3714
31360,0.4503
31361,0.5562
31362,0.5564
31363,0.3767
31364,0.6631
31365,0.4002
31366,0.5176
31367,0.4822
31368,0.5343
31369,0.2251
31370,0.2353
31371,0.3959
31372,0.2894
31373,0.4267
31374,0.6442
31375,0.5861
31376,0.2495
31377,0.1173
31378,0.322
31379,0.4771
31380,0.3929
31381,0.4524
31382,0.4332
31383,0.5292
31384,0.4981
31385,0.4246
31386,0.8124
31387,0.4916
31388,0.6033
31389,0.4539
31390,0.7103
31391,0.5143
31392,0.4326
31393,0.5603
31394,0.2703
31395,0.5697
31396,0.6206
31397,0.5023
31398,0.6176
31399,0.4927
31400,0.4272
31401,0.6937
31402,0.5061
31403,0.4617
31404,0.3966
31405,0.6437
31406,0.561
31407,0.4939
31408,0.3909
31409,0.4239
31410,0.508
31411,0.5872
31412,0.2313
31413,0.5205
31414,0.4614
31415,0.5006
31416,0.7992
31417,0.5843
31418,0.5415
31419,0.3095
31420,0.6071
31421,0.5142
31422,0.2106
31423,0.5789
31424,0.5128
31425,0.4964
31426,0.3896
31427,0.55
31428,0.6117
31429,0.315
31430,0.3586
31431,0.1315
31432,0.4921
31433,0.4442
31434,0.4518
31435,0.5786
31436,0.6573
31437,0.4768
31438,0.5485
31439,0.4076
31440,0.7161
31441,0.52
31442,0.458
31443,0.3748
31444,0.4179
31445,0.4489
31446,0.6069
31447,0.5268
31448,0.5647
31449,0.4676
31450,0.4469
31451,0.4289
31452,0.4136
31453,0.5526
31454,0.4657
31455,0.4911
31456,0.5971
31457,0.2297
31458,0.4641
31459,0.519
31460,0.4644
31461,0.4913
31462,0.1909
31463,0.3781
31464,0.3819
31465,0.6344
31466,0.302
31467,0.3133
31468,0.3914
31469,0.7025
31470,0.4022
31471,0.3083
31472,0.5264
31473,0.3607
31474,0.327
31475,0.4207
31476,0.7832
31477,0.6334
31478,0.3465
31479,0.435
31480,0.2874
31481,0.4989
31482,0.4093
31483,0.5825
31484,0.1691
31485,0.4951
31486,0.4791
31487,0.4035
31488,0.1094
31489,0.5066
31490,0.6617
31491,0.4379
31492,0.4915
31493,0.6918
31494,0.6477
31495,0.5394
31496,0.2052
31497,0.3399
31498,0.7802
31499,0.5602
31500,0.5294
31501,0.675
31502,0.542
31503,0.6637
31504,0.3916
31505,0.6152
31506,0.3748
31507,0.3752
31508,0.4732
31509,0.7578
31510,0.3921
31511,0.3734
31512,0.8637
31513,0.4756
31514,0.485
31515,0.4214
31516,0.3657
31517,0.3746
31518,0.4989
31519,0.5188
31520,0.2015
31521,0.4992
31522,0.5125
31523,0.5166
31524,0.2319
31525,0.3198
31526,0.3769
31527,0.7147
31528,0.5619
31529,0.531
31530,0.5908
31531,0.4342
31532,0.7544
31533,0.3215
31534,0.3026
31535,0.2968
31536,0.4642
31537,0.6874
31538,0.3058
31539,0.6206
31540,0.3936
31541,0.3636
31542,0.6275
31543,0.5064
31544,0.5494
31545,0.2626
31546,0.6249
31547,0.4255
31548,0.3575
31549,0.276
31550,0.3501
31551,0.3301
31552,0.3963
31553,0.3814
31554,0.2693
31555,0.3919
31556,0.4174
31557,0.676
31558,0.4489
31559,0.4633
31560,0.3654
31561,0.4137
31562,0.5068
31563,0.5334
31564,0.5999
31565,0.5635
31566,0.4631
31567,0.6985
31568,0.1824
31569,0.3102
31570,0.7213
31571,0.6781
31572,0.3678
31573,0.3425
31574,0.2395
31575,0.5046
31576,0.4621
31577,0.4146
31578,0.4877
31579,0.3718
31580,0.2814
31581,0.4835
31582,0.4007
31583,0.4702
31584,0.2686
31585,0.5475
31586,0.2709
31587,0.3743
31588,0.4744
31589,0.5676
31590,0.3839
31591,0.5725
31592,0.6884
31593,0.4983
31594,0.4727
31595,0.2345
31596,0.5875
31597,0.5082
31598,0.3261
31599,0.2383
31600,0.6461
31601,0.4738
31602,0.4944
31603,0.6951
31604,0.4886
31605,0.6841
31606,0.59
31607,0.5436
31608,0.3339
31609,0.5308
31610,0.3294
31611,0.4615
31612,0.4276
31613,0.4323
31614,0.3354
31615,0.327
31616,0.4677
31617,0.435
31618,0.5796
31619,0.2229
31620,0.3505
31621,0.5311
31622,0.4018
31623,0.3277
31624,0.8002
31625,0.6215
31626,0.4903
31627,0.5155
31628,0.4187
31629,0.5927
31630,0.4309
31631,0.522
31632,0.4317
31633,0.2946
31634,0.41
31635,0.4497
31636,0.3512
31637,0.5331
31638,0.3272
31639,0.3145
31640,0.6054
31641,0.401
31642,0.4294
31643,0.4289
31644,0.3703
31645,0.5015
31646,0.4259
31647,0.4446
31648,0.728
31649,0.4743
31650,0.3803
31651,0.4201
31652,0.4145
31653,0.4289
31654,0.2958
31655,0.6344
31656,0.3903
31657,0.4701
31658,0.325
31659,0.6411
31660,0.3656
31661,0.3696
31662,0.6532
31663,0.4735
31664,0.7231
31665,0.4945
31666,0.4935
31667,0.4047
31668,0.5
31669,0.4817
31670,0.5882
31671,0.486
31672,0.4874
31673,0.5227
31674,0.1201
31675,0.5852
31676,0.5656
31677,0.3028
31678,0.5111
31679,0.5476
31680,0.4147
31681,0.8349
31682,0.611
31683,0.5123
31684,0.5378
31685,0.1524
31686,0.3765
31687,0.3809
31688,0.2731
31689,0.3536
31690,0.5533
31691,0.1784
31692,0.3958
31693,0.3246
31694,0.6692
31695,0.7234
31696,0.3512
31697,0.3912
31698,0.4015
31699,0.4483
31700,0.5786
31701,0.3951
31702,0.4757
31703,0.447
31704,0.3034
31705,0.4463
31706,0.3928
31707,0.3801
31708,0.5527
31709,0.6092
31710,0.5502
31711,0.5128
31712,0.4003
31713,0.4382
31714,0.294
31715,0.5077
31716,0.4741
31717,0.5034
31718,0.3626
31719,0.566
31720,0.6379
31721,0.7231
31722,0.4006
31723,0.5653
31724,0.121
31725,0.2682
31726,0.5526
31727,0.4867
31728,0.6141
31729,0.5631
31730,0.3764
31731,0.316
31732,0.6905
31733,0.7258
31734,0.7121
31735,0.2305
31736,0.5162
31737,0.4055
31738,0.4384
31739,0.2993
31740,0.2289
31741,0.4505
31742,0.1241
31743,0.3667
31744,0.1885
31745,0.3257
31746,0.5595
31747,0.2606
31748,0.5551
31749,0.4986
31750,0.6686
31751,0.3679
31752,0.5201
31753,0.5169
31754,0.4069
31755,0.3431
31756,0.2169
31757,0.698
31758,0.4129
31759,0.3252
31760,0.3171
31761,0.4027
31762,0.3173
31763,0.5017
31764,0.3615
31765,0.3972
31766,0.3916
31767,0.4924
31768,0.3161
31769,0.3642
31770,0.215
31771,0.412
31772,0.5072
31773,0.3648
31774,0.2381
31775,0.7114
31776,0.5718
31777,0.4347
31778,0.2492
31779,0.5106
31780,0.5861
31781,0.5193
31782,0.4903
31783,0.3225
31784,0.427
31785,0.328
31786,0.7232
31787,0.3662
31788,0.2496
31789,0.2023
31790,0.4373
31791,0.3977
31792,0.7197
31793,0.45
31794,0.5761
31795,0.3801
31796,0.3018
31797,0.4947
31798,0.5354
31799,0.4934
31800,0.5349
31801,0.4473
31802,0.4199
31803,0.3074
31804,0.3545
31805,0.4185
31806,0.4773
31807,0.3397
31808,0.6801
31809,0.35
31810,0.434
31811,0.4411
31812,0.5686
31813,0.4423
31814,0.4767
31815,0.7207
31816,0.6161
31817,0.2601
31818,0.2884
31819,0.4929
31820,0.452
31821,0.2387
31822,0.4474
31823,0.378
31824,0.4454
31825,0.1423
31826,0.5554
31827,0.5541
31828,0.3546
31829,0.711
31830,0.534
31831,0.4266
31832,0.4527
31833,0.3739
31834,0.4286
31835,0.3558
31836,0.6523
31837,0.4238
31838,0.333
31839,0.3809
31840,0.4011
31841,0.5989
31842,0.4497
31843,0.64
31844,0.33
31845,0.3032
31846,0.6756
31847,0.4007
31848,0.1344
31849,0.4413
31850,0.3584
31851,0.5246
31852,0.4964
31853,0.5436
31854,0.6736
31855,0.4762
31856,0.4188
31857,0.5959
31858,0.4746
31859,0.2509
31860,0.2361
31861,0.6192
31862,0.5693
31863,0.6941
31864,0.548
31865,0.3676
31866,0.374
31867,0.2844
31868,0.5589
31869,0.5246
31870,0.4471
31871,0.5686
31872,0.5652
31873,0.5752
31874,0.5148
31875,0.4326
31876,0.5278
31877,0.3513
31878,0.3374
31879,0.7536
31880,0.2834
31881,0.302
31882,0.3338
31883,0.3331
31884,0.4961
31885,0.5667
31886,0.6366
31887,0.4233
31888,0.587
31889,0.4821
31890,0.4326
31891,0.5592
31892,0.4508
31893,0.5065
31894,0.7009
31895,0.4493
31896,0.3331
31897,0.4284
31898,0.368
31899,0.2935
31900,0.5592
31901,0.4354
31902,0.5993
31903,0.3502
31904,0.2521
31905,0.192
31906,0.4527
31907,0.4758
31908,0.5385
31909,0.4602
31910,0.5854
31911,0.4959
31912,0.6097
31913,0.4197
31914,0.3428
31915,0.3426
31916,0.4096
31917,0.3623
31918,0.5285
31919,0.6208
31920,0.4504
31921,0.4009
31922,0.6944
31923,0.3353
31924,0.3338
31925,0.5138
31926,0.5765
31927,0.3082
31928,0.5954
31929,0.5839
31930,0.3449
31931,0.5378
31932,0.5113
31933,0.2946
31934,0.3093
31935,0.2887
31936,0.3686
31937,0.5737
31938,0.4754
31939,0.3929
31940,0.5331
31941,0.4814
31942,0.474
31943,0.3575
31944,0.4688
31945,0.7563
31946,0.6784
31947,0.4034
31948,0.4561
31949,0.6525
31950,0.6814
31951,0.5213
31952,0.4318
31953,0.5059
31954,0.3785
31955,0.4993
31956,0.7879
31957,0.319
31958,0.5313
31959,0.5841
31960,0.4111
31961,0.6051
31962,0.2905
31963,0.5731
31964,0.339
31965,0.7168
31966,0.3389
31967,0.4569
31968,0.151
31969,0.1762
31970,0.3958
31971,0.4326
31972,0.6542
31973,0.38
31974,0.6006
31975,0.3949
31976,0.5379
31977,0.4325
31978,0.564
31979,0.725
31980,0.3246
31981,0.539
31982,0.8378
31983,0.4372
31984,0.3249
31985,0.4301
31986,0.4295
31987,0.5121
31988,0.2905
31989,0.4561
31990,0.1816
31991,0.5513
31992,0.565
31993,0.4832
31994,0.4271
31995,0.3775
31996,0.4714
31997,0.2591
31998,0.6375
31999,0.2716
32000,0.2568
32001,0.485
32002,0.4393
32003,0.6776
32004,0.5619
32005,0.6984
32006,0.3427
32007,0.4377
32008,0.7606
32009,0.5641
32010,0.6656
32011,0.6238
32012,0.7539
32013,0.1696
32014,0.2153
32015,0.2488
32016,0.5926
32017,0.4333
32018,0.1384
32019,0.5629
32020,0.2775
32021,0.3042
32022,0.3271
32023,0.5262
32024,0.1655
32025,0.7227
32026,0.6213
32027,0.4775
32028,0.1982
32029,0.6372
32030,0.5623
32031,0.4978
32032,0.361
32033,0.4242
32034,0.4784
32035,0.4692
32036,0.5536
32037,0.34
32038,0.5589
32039,0.7041
32040,0.49
32041,0.4294
32042,0.4313
32043,0.3901
32044,0.5021
32045,0.3135
32046,0.4241
32047,0.6074
32048,0.245
32049,0.4584
32050,0.4455
32051,0.712
32052,0.2039
32053,0.6874
32054,0.4871
32055,0.4945
32056,0.6388
32057,0.3486
32058,0.6438
32059,0.2395
32060,0.6081
32061,0.8352
32062,0.3852
32063,0.3018
32064,0.6588
32065,0.5772
32066,0.4244
32067,0.6128
32068,0.5007
32069,0.4331
32070,0.4543
32071,0.4149
32072,0.3726
32073,0.5684
32074,0.4416
32075,0.5503
32076,0.5648
32077,0.5443
32078,0.3879
32079,0.5892
32080,0.451
32081,0.6459
32082,0.3763
32083,0.614
32084,0.5626
32085,0.2929
32086,0.3662
32087,0.497
32088,0.6172
32089,0.6393
32090,0.2134
32091,0.6923
32092,0.5951
32093,0.5348
32094,0.3335
32095,0.6257
32096,0.6208
32097,0.2789
32098,0.4583
32099,0.4657
32100,0.5667
32101,0.6472
32102,0.3838
32103,0.4357
32104,0.4112
32105,0.5598
32106,0.6537
32107,0.4607
32108,0.6064
32109,0.5167
32110,0.1648
32111,0.4668
32112,0.443
32113,0.3224
32114,0.4481
32115,0.4452
32116,0.6279
32117,0.3631
32118,0.5686
32119,0.5882
32120,0.7629
32121,0.6155
32122,0.5855
32123,0.7198
32124,0.5725
32125,0.4936
32126,0.5946
32127,0.323
32128,0.5379
32129,0.5437
32130,0.3069
32131,0.4679
32132,0.4289
32133,0.2218
32134,0.3866
32135,0.1776
32136,0.3643
32137,0.3077
32138,0.5167
32139,0.3931
32140,0.6983
32141,0.6055
32142,0.4724
32143,0.4419
32144,0.2865
32145,0.4985
32146,0.4624
32147,0.4858
32148,0.505
32149,0.601
32150,0.4575
32151,0.7485
32152,0.6572
32153,0.4715
32154,0.6248
32155,0.6201
32156,0.708
32157,0.4176
32158,0.3936
32159,0.2974
32160,0.3647
32161,0.5157
32162,0.469
32163,0.6703
32164,0.687
32165,0.424
32166,0.1866
32167,0.2582
32168,0.3681
32169,0.388
32170,0.474
32171,0.4671
32172,0.2808
32173,0.0866
32174,0.378
32175,0.4319
32176,0.1452
32177,0.5709
32178,0.2981
32179,0.4782
32180,0.5704
32181,0.6395
32182,0.6347
32183,0.5903
32184,0.2849
32185,0.5519
32186,0.5177
32187,0.2882
32188,0.4815
32189,0.4347
32190,0.3254
32191,0.7044
32192,0.0745
32193,0.701
32194,0.6144
32195,0.6681
32196,0.738
32197,0.3234
32198,0.3384
32199,0.2263
32200,0.7136
32201,0.1527
32202,0.7264
32203,0.3607
32204,0.7498
32205,0.4203
32206,0.5691
32207,0.4275
32208,0.2577
32209,0.5992
32210,0.1566
32211,0.5183
32212,0.362
32213,0.2274
32214,0.4673
32215,0.5463
32216,0.4092
32217,0.7598
32218,0.4147
32219,0.6745
32220,0.2025
32221,0.3132
32222,0.3947
32223,0.4431
32224,0.4704
32225,0.4735
32226,0.5694
32227,0.4003
32228,0.6407
32229,0.3576
32230,0.4534
32231,0.3965
32232,0.6785
32233,0.5325
32234,0.5084
32235,0.3462
32236,0.6356
32237,0.7103
32238,0.2802
32239,0.2137
32240,0.3497
32241,0.7036
32242,0.749
32243,0.3123
32244,0.4023
32245,0.4343
32246,0.4592
32247,0.4674
32248,0.1919
32249,0.2784
32250,0.5221
32251,0.4624
32252,0.2538
32253,0.484
32254,0.2985
32255,0.3248
32256,0.3509
32257,0.575
32258,0.692
32259,0.4014
32260,0.4725
32261,0.4585
